"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"UGA_flucast-INFLAenza",2025-10-04,0.00114723402831443,0.00183930863664022,0.26530612244898,0.775510204081633,49
"UGA_flucast-INFLAenza",2025-10-11,0.001484726328067,0.00231679144923427,0.163265306122449,0.795918367346939,49
"UGA_flucast-INFLAenza",2025-10-18,0.00178102101724152,0.00273108886000072,0.163265306122449,0.551020408163265,49
"UGA_flucast-INFLAenza",2025-11-22,0.000519008622632866,0.000831917514953285,0.510204081632653,0.979591836734694,49
"UGA_flucast-INFLAenza",2025-11-29,0.000681257070662846,0.00112329461535319,0.357142857142857,0.928571428571429,98
"UGA_flucast-INFLAenza",2025-12-06,0.000815474433904675,0.00131210357901855,0.36734693877551,0.904761904761905,147
"UGA_flucast-INFLAenza",2025-12-13,0.000855895587869037,0.00134865968041522,0.408163265306122,0.913265306122449,196
"UGA_flucast-INFLAenza",2025-12-20,0.00120879618130027,0.00192544249851645,0.372448979591837,0.852040816326531,196
"UGA_flucast-INFLAenza",2025-12-27,0.00230968409079991,0.00333666098549029,0.25,0.724489795918367,196
"UGA_flucast-INFLAenza",2026-01-03,0.00247859617127108,0.00353955303430896,0.301020408163265,0.760204081632653,196
"UGA_flucast-INFLAenza",2026-01-10,0.00143751317617083,0.00215197105222345,0.525510204081633,0.857142857142857,196
"UGA_flucast-INFLAenza",2026-01-17,0.000910135844749086,0.00142235154034337,0.551020408163265,0.974489795918367,196
"UGA_flucast-INFLAenza",2026-01-24,0.000837540207445913,0.00130621862446057,0.586734693877551,0.969387755102041,196
"UGA_flucast-INFLAenza",2026-01-31,0.000784521965545965,0.00120011408106206,0.642857142857143,0.964285714285714,196
"UGA_flucast-INFLAenza",2026-02-07,0.000666185838249068,0.000998917418077107,0.678571428571429,1,196
"UGA_flucast-INFLAenza",2026-02-14,0.000695501101880678,0.00107224575312971,0.658163265306122,0.98469387755102,196
"UGA_flucast-INFLAenza",2026-02-21,0.000665844074705212,0.00100183583810819,0.581632653061224,0.979591836734694,196
"UGA_flucast-INFLAenza",2026-02-28,0.000717274374687975,0.00112268786363925,0.571428571428571,0.964285714285714,196
"UGA_flucast-INFLAenza",2026-03-07,0.000760346052166912,0.00119661464001836,0.494897959183673,0.974489795918367,196
